Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies,Genres,CoverUrl
53438050,"Speak, Okinawa: A Memoir",Elizabeth Miki Brina,"Brina, Elizabeth Miki",,"=""0525657347""","=""9780525657347""",0,4.20,Knopf,Hardcover,304,2021,2021,,2023/06/27,to-read,to-read (#76),to-read,,,,0,0,"United states, history; Family; Travel; Japanese American women; Biography",https://covers.openlibrary.org/b/id/10376033-L.jpg|https://covers.openlibrary.org/b/isbn/9780525657347-L.jpg
34897,"The Dragon Reborn (The Wheel of Time, #3)",Robert Jordan,"Jordan, Robert",,"=""0765305119""","=""9780765305114""",0,4.28,Tor Fantasy,Mass Market Paperback,624,2002,1991,2023/06/22,2023/06/08,,,read,,,,1,0,"Fantasy fiction; Fiction, fantasy, epic; Rand al'thor (fictitious character), fiction; Rand al'Thor (Fictitious character); Fiction",https://covers.openlibrary.org/b/id/524116-L.jpg|https://covers.openlibrary.org/b/isbn/9780765305114-L.jpg
10357575,"1Q84 (1Q84, #1-3)",Haruki Murakami,"Murakami, Haruki","Jay Rubin, Philip Gabriel","=""0307593312""","=""9780307593313""",0,3.95,Knopf,Hardcover,944,2011,2009,,2023/06/20,to-read,to-read (#75),to-read,,,,0,0,New York Times bestseller; nyt:hardcover_fiction=2011-12-31; Fiction; NEW LIST 20111231; Man-woman relationships,https://covers.openlibrary.org/b/id/11526100-L.jpg|https://covers.openlibrary.org/b/isbn/9780307593313-L.jpg
233649,"The Great Hunt (The Wheel of Time, #2)",Robert Jordan,"Jordan, Robert",,"=""0812517725""","=""9780812517729""",0,4.27,Tor,Mass Market Paperback,705,1991,1990,2023/06/20,2023/06/08,,,read,,,,1,0,"series:The Wheel of Time; Fiction; Fantasy fiction; Fantasy; Fiction, fantasy, epic",https://covers.openlibrary.org/b/id/603289-L.jpg|https://covers.openlibrary.org/b/isbn/9780812517729-L.jpg
49628,Cloud Atlas,David  Mitchell,"Mitchell, David",,"=""0375507256""","=""9780375507250""",0,4.01,Random House,Paperback,509,2004,2004,2023/06/17,2023/03/28,,,read,,,,1,0,Fate and fatalism; Fiction; Reincarnation; Fantasy; Fantasy fiction,https://covers.openlibrary.org/b/id/14830678-L.jpg|https://covers.openlibrary.org/b/isbn/9780375507250-L.jpg
300225,Bloodline,Sidney Sheldon,"Sheldon, Sidney",,"=""1568650949""","=""9781568650944""",0,3.86,Doubleday Books,Hardcover,409,1978,1977,,2023/06/16,to-read,to-read (#74),to-read,,,,0,0,Translations into Russian; Fiction; Pharmaceutical industry; American Detective and mystery stories; Corporations,https://covers.openlibrary.org/b/isbn/9781568650944-L.jpg
228665,"The Eye of the World (The Wheel of Time, #1)",Robert Jordan,"Jordan, Robert",,"=""0812511816""","=""9780812511819""",0,4.19,Tor Books,Mass Market Paperback,800,1990,1990,2023/06/14,2023/03/27,,,read,,,,1,0,"series:The Wheel of Time; Fantasy fiction; Rand al'Thor (Fictitious character); Fiction; Reader recommended, 2001-02",https://covers.openlibrary.org/b/id/15099267-L.jpg|https://covers.openlibrary.org/b/isbn/9780812511819-L.jpg
7743175,"A Memory of Light (The Wheel of Time, #14)",Robert Jordan,"Jordan, Robert",Brandon Sanderson,"=""0765325950""","=""9780765325952""",0,4.58,Tor Books,Hardcover,912,2013,2013,,2023/06/08,to-read,to-read (#73),to-read,,,,0,0,A Memory of Light; Wheel of Time; Memory of Light; Rand al'Thor (Fictitious character); Fiction,https://covers.openlibrary.org/b/id/14658327-L.jpg|https://covers.openlibrary.org/b/isbn/9780765325952-L.jpg
8253920,"Towers of Midnight (The Wheel of Time, #13)",Robert Jordan,"Jordan, Robert",Brandon Sanderson,"=""0765325942""","=""9780765325945""",0,4.48,Tom Doherty Associates TOR Fantasy,Hardcover,863,2010,2010,,2023/06/08,to-read,to-read (#72),to-read,,,,0,0,"nyt:mass_market_paperback=2011-10-01; New York Times bestseller; Rand al'Thor (Fictitious character); Fiction; Fiction, fantasy, epic",https://covers.openlibrary.org/b/id/14658162-L.jpg|https://covers.openlibrary.org/b/isbn/9780765325945-L.jpg
1166599,"The Gathering Storm (The Wheel of Time, #12)",Robert Jordan,"Jordan, Robert",Brandon Sanderson,"=""0765302306""","=""9780765302304""",0,4.44,Tor Books,Hardcover,824,2009,2009,,2023/06/08,to-read,to-read (#71),to-read,,,,0,0,"Rand al'Thor (Fictitious character); Fiction; Fiction, fantasy, epic; Rand al'thor (fictitious character), fiction",https://covers.openlibrary.org/b/isbn/9780765302304-L.jpg
13888,"Knife of Dreams (The Wheel of Time, #11)",Robert Jordan,"Jordan, Robert",,"=""0812577566""","=""9780812577563""",0,4.20,Tom Doherty Associates,Mass Market Paperback,860,2006,2005,,2023/06/08,to-read,to-read (#70),to-read,,,,0,0,"Rand al'Thor (Fictitious character); Fiction; Fiction, fantasy, general; Fiction, fantasy, epic; Civil war",https://covers.openlibrary.org/b/id/604346-L.jpg|https://covers.openlibrary.org/b/isbn/9780812577563-L.jpg
113435,"Crossroads of Twilight (The Wheel of Time, #10)",Robert Jordan,"Jordan, Robert",,"=""0312864590""","=""9780312864590""",0,3.77,Tor Fantasy,Hardcover,704,2003,2003,,2023/06/08,to-read,to-read (#69),to-read,,,,0,0,"Fantasy fiction; Rand al'Thor (Fictitious character); Fiction; Fiction, science fiction, general; Fiction, fantasy, epic",https://covers.openlibrary.org/b/id/9782177-L.jpg|https://covers.openlibrary.org/b/isbn/9780312864590-L.jpg
21032488,"The Doors of Stone (The Kingkiller Chronicle, #3)",Patrick Rothfuss,"Rothfuss, Patrick",,"=""0575081449""","=""9780575081444""",0,3.53,Gollancz,Hardcover,896,,,,2023/06/08,to-read,to-read (#68),to-read,,,,0,0,"American literature; Fiction, general",https://covers.openlibrary.org/b/isbn/9780575081444-L.jpg
1215032,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",Patrick Rothfuss,"Rothfuss, Patrick",,"=""0756404738""","=""9780756404734""",0,4.55,DAW Books,Hardcover,994,2011,2011,2023/06/08,2023/06/01,,,read,,,,1,0,The Kingkiller Chronicle; Magicians; Attempted assassination; Fairies; Fiction,https://covers.openlibrary.org/b/id/12518396-L.jpg|https://covers.openlibrary.org/b/isbn/9780756404734-L.jpg
186074,"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,"Rothfuss, Patrick",,"=""075640407X""","=""9780756404079""",0,4.52,Penguin Group DAW,Hardcover,662,2007,2007,2023/06/01,2022/10/22,,,read,,,,1,0,orphans; American fantasy fiction; Adult books for young adults; epic fiction; series,https://covers.openlibrary.org/b/id/13409756-L.jpg|https://covers.openlibrary.org/b/isbn/9780756404079-L.jpg
58784475,"Tomorrow, and Tomorrow, and Tomorrow",Gabrielle Zevin,"Zevin, Gabrielle",,"=""0735243344""","=""9780735243347""",0,4.12,Knopf,Hardcover,416,2022,2022,2023/05/23,2023/01/19,,,read,,,,1,0,American literature; nyt:combined-print-and-e-book-fiction=2022-07-24; New York Times bestseller; Modern fiction; Fiction,https://covers.openlibrary.org/b/id/14393020-L.jpg|https://covers.openlibrary.org/b/isbn/9780735243347-L.jpg
128029,A Thousand Splendid Suns,Khaled Hosseini,"Hosseini, Khaled",,"=""1594489505""","=""9781594489501""",0,4.45,Riverhead Books,Hardcover,372,2007,2007,,2023/05/22,to-read,to-read (#66),to-read,,,,0,0,desertion; Sufism; Pashhtuns; domestic abuse; Tajiks,https://covers.openlibrary.org/b/id/8579792-L.jpg|https://covers.openlibrary.org/b/isbn/9781594489501-L.jpg
40535691,The Right It: Why So Many Ideas Fail and How to Make Sure Yours Succeed,Alberto Savoia,"Savoia, Alberto",,"=""0062884654""","=""9780062884657""",0,4.30,HarperOne,Hardcover,272,2019,,,2023/05/22,to-read,to-read (#65),to-read,,,,0,0,Commerce,https://covers.openlibrary.org/b/id/8797518-L.jpg|https://covers.openlibrary.org/b/isbn/9780062884657-L.jpg
13425570,How Will You Measure Your Life?,Clayton M. Christensen,"Christensen, Clayton M.","James Allworth, Karen Dillon, Daniela Caggiati","=""0062102427""","=""9780062102423""",0,4.05,Harper Business,Kindle Edition,240,2012,2012,,2023/05/22,to-read,to-read (#64),to-read,,,,0,0,Self-actualization (psychology); Self-realization; Success; Success in business; Job satisfaction,https://covers.openlibrary.org/b/id/14656911-L.jpg|https://covers.openlibrary.org/b/isbn/9780062102423-L.jpg
76865,Good to Great: Why Some Companies Make the Leap... and Others Don't,Jim Collins,"Collins, Jim",,"=""0066620996""","=""9780066620992""",0,4.12,Harper Business,Hardcover,300,2001,2001,,2023/05/22,to-read,to-read (#63),to-read,,,,0,0,Leadership; Technological innovations; Management; Strategic planning; Organizational change,https://covers.openlibrary.org/b/id/14620216-L.jpg|https://covers.openlibrary.org/b/isbn/9780066620992-L.jpg
76334,A New Earth: Awakening to Your Life's Purpose,Eckhart Tolle,"Tolle, Eckhart",,"=""0452287588""","=""9780452287587""",0,4.17,Plume,Paperback,316,2006,2005,,2023/05/22,to-read,to-read (#62),to-read,,,,0,0,nyt:paperback_advice=2011-11-12; Self-Improvement; Spiritual life; New Age; Nonfiction,https://covers.openlibrary.org/b/id/10858606-L.jpg|https://covers.openlibrary.org/b/isbn/9780452287587-L.jpg
55539565,Think Again: The Power of Knowing What You Don't Know,Adam M. Grant,"Grant, Adam M.",,"=""1984878107""","=""9781984878106""",0,4.13,Viking Books,Hardcover,307,2021,2021,2023/05/20,2023/04/03,,,read,,,,1,0,"nyt:combined-print-and-e-book-nonfiction=2021-02-21; New York Times bestseller; Critical thinking; Questioning; Knowledge, theory of",https://covers.openlibrary.org/b/id/10470268-L.jpg|https://covers.openlibrary.org/b/isbn/9781984878106-L.jpg
9969571,"Ready Player One (Ready Player One, #1)",Ernest Cline,"Cline, Ernest",,"=""030788743X""","=""9780307887436""",0,4.23,Crown Publishers,Hardcover,480,2011,2011,2023/05/18,2023/03/28,,,read,,,,1,0,Regression (Civilization); Utopias; Virtual reality; Fiction; Puzzles,https://covers.openlibrary.org/b/id/8270105-L.jpg|https://covers.openlibrary.org/b/isbn/9780307887436-L.jpg
56978100,The Girl Who Fell Beneath the Sea,Axie Oh,"Oh, Axie",,"=""1250780861""","=""9781250780867""",0,4.08,Feiwel & Friends,Hardcover,325,2022,2022,2023/05/16,2023/01/17,,,read,,,,1,0,nyt:young-adult-hardcover=2022-03-13; New York Times bestseller,https://covers.openlibrary.org/b/id/12614819-L.jpg|https://covers.openlibrary.org/b/isbn/9781250780867-L.jpg
8520610,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,"Cain, Susan",,"=""0307352145""","=""9780307352149""",0,4.08,Crown Publishers,Hardcover,333,2012,2012,2023/05/08,2023/03/23,,,read,,,,1,0,Extraversion; Introverts; Interpersonal relations; Introversion; New York Times bestseller,https://covers.openlibrary.org/b/id/14825439-L.jpg|https://covers.openlibrary.org/b/isbn/9780307352149-L.jpg
60299393,Impact Winter (Impact Winter #1),Travis Beacham,"Beacham, Travis",,"=""""","=""""",0,3.98,Audible,Audible Audio,5,2022,2022,2023/05/09,2023/01/17,,,read,,,,1,0,,
37542581,The Spy and the Traitor: The Greatest Espionage Story of the Cold War,Ben Macintyre,"Macintyre, Ben",,"=""0771060335""","=""9780771060335""",0,4.52,Signal,Hardcover,384,2018,2018,2023/05/05,2023/01/16,,,read,,,,1,0,Cold War; Spies; Intelligence service; Soviet Union. Komitet gosudarstvenno bezopasnosti; Soviet Union,https://covers.openlibrary.org/b/id/8843408-L.jpg|https://covers.openlibrary.org/b/isbn/9780771060335-L.jpg
13623874,Mossad: The Greatest Missions of the Israeli Secret Service,Michael Bar-Zohar,"Bar-Zohar, Michael",Nissim Mishal,"=""0062123408""","=""9780062123404""",0,4.19,Ecco,Hardcover,388,2012,2010,2023/04/29,2023/01/16,,,read,,,,1,0,Intelligence service; Politics and government; Israel; Israel. Mosad le-modiʻin ṿe-tafḳidim meyuḥadim; History,https://covers.openlibrary.org/b/id/8367563-L.jpg|https://covers.openlibrary.org/b/isbn/9780062123404-L.jpg
35074096,"Mythos: The Greek Myths Retold (Stephen Fry's Great Mythology, #1)",Stephen Fry,"Fry, Stephen",,"=""0718188721""","=""9780718188726""",0,4.26,Michael Joseph,Hardcover,416,2017,2017,2023/04/29,2023/01/16,,,read,,,,1,0,"Mythology, greek; Mythology, classical; Gods; Goddesses; Legends",https://covers.openlibrary.org/b/id/8238803-L.jpg|https://covers.openlibrary.org/b/isbn/9780718188726-L.jpg
22733729,"The Long Way to a Small, Angry Planet (Wayfarers, #1)",Becky Chambers,"Chambers, Becky",,"=""1500453307""","=""9781500453305""",0,4.17,"CreateSpace Independent Publishing Platform ",Paperback,518,2014,2014,2023/04/25,2023/03/28,,,read,,,,1,0,"Fiction; Science fiction; Extraterrestrial beings; Interplanetary voyages; Fiction, science fiction, general",https://covers.openlibrary.org/b/id/7992545-L.jpg|https://covers.openlibrary.org/b/isbn/9781500453305-L.jpg
44451608,"Better Buses, Better Cities: How to Plan, Run, and Win the Fight for Effective Transit",Steven Higashide,"Higashide, Steven",,"=""1642830143""","=""9781642830149""",0,4.24,Island Press,Paperback,184,2019,2019,,2023/04/20,to-read,to-read (#61),to-read,,,,0,0,Buses; Urban transportation; Planning; Urban transportation policy,https://covers.openlibrary.org/b/isbn/9781642830149-L.jpg
35959740,Circe,Madeline Miller,"Miller, Madeline",,"=""0316556343""","=""9780316556347""",0,4.22,"Little, Brown and Company",Hardcover,393,2018,2018,2023/04/19,2023/04/13,,,read,,,,1,0,Fantasy; Mythology; Historical Fiction; Retellings; Gods,https://covers.openlibrary.org/b/id/8283869-L.jpg|https://covers.openlibrary.org/b/isbn/9780316556347-L.jpg
219110,"A Darkling Plain (The Hungry City Chronicles, #4)",Philip Reeve,"Reeve, Philip",Annemarie de Vries,"=""0439943469""","=""9780439943468""",0,4.16,Scholastic,Paperback,533,2007,2006,2023/04/13,2023/03/27,,,read,,,,1,0,Science fiction; City and town life; Juvenile fiction; Adventure and adventurers; Apprentices,https://covers.openlibrary.org/b/id/279669-L.jpg|https://covers.openlibrary.org/b/isbn/9780439943468-L.jpg
6798263,Bluets,Maggie Nelson,"Nelson, Maggie",,"=""1933517409""","=""9781933517407""",0,4.05,Wave Books,Paperback,112,2009,2009,,2023/04/10,to-read,to-read (#60),to-read,,,,0,0,Blue; Color (Philosophy); Color (philosophy),https://covers.openlibrary.org/b/id/8457107-L.jpg|https://covers.openlibrary.org/b/isbn/9781933517407-L.jpg
585261,"Infernal Devices (The Hungry City Chronicles, #3)",Philip Reeve,"Reeve, Philip",,"=""0439963931""","=""9780439963930""",0,3.87,Fisicalbook,Paperback,336,2011,2005,2023/04/09,2023/03/27,,,read,,,,1,0,Steampunk fiction; Adventure and adventurers; Fiction; Adventure stories; Science fiction,https://covers.openlibrary.org/b/id/279829-L.jpg|https://covers.openlibrary.org/b/isbn/9780439963930-L.jpg
13537029,The Song of Achilles,Madeline Miller,"Miller, Madeline",,"=""""","=""""",0,4.30,HarperCollins,Kindle Edition,351,2012,2011,2023/04/19,2023/01/08,,,read,,,,1,0,,
48722,"Predator's Gold (Mortal Engines Quartet, #2)",Philip Reeve,"Reeve, Philip",Barnaby Edwards,"=""0060721960""","=""9780060721961""",0,3.92,HarperTeen,Paperback,316,2006,2003,2023/04/05,2023/03/27,,,read,,,,1,0,Children's fiction; Science fiction,https://covers.openlibrary.org/b/id/32667-L.jpg|https://covers.openlibrary.org/b/isbn/9780060721961-L.jpg
287861,"Mortal Engines (Mortal Engines, #1)",Philip Reeve,"Reeve, Philip",,"=""0060082097""","=""9780060082093""",0,3.77,Harper Collins US UK,Paperback,326,2004,2001,2023/03/31,2023/03/27,,,read,,,,1,0,Children's fiction; Science fiction,https://covers.openlibrary.org/b/id/21071-L.jpg|https://covers.openlibrary.org/b/isbn/9780060082093-L.jpg
4485966,Talent is Overrated: What Really Separates World-Class Performers from Everybody Else,Geoff Colvin,"Colvin, Geoff",,"=""1591842247""","=""9781591842248""",0,3.93,Portfolio,Hardcover,240,2008,2008,2023/03/29,2023/03/27,,,read,,,,1,0,Careers; Nonfiction; Performance; Psychological aspects; Psychological aspects of Work,https://covers.openlibrary.org/b/id/8725570-L.jpg|https://covers.openlibrary.org/b/isbn/9781591842248-L.jpg
6288,The Road,Cormac McCarthy,"McCarthy, Cormac",,"=""0307265439""","=""9780307265432""",0,4.00,Alfred A. Knopf,Hardcover,241,2006,2006,,2023/03/27,,,read,,,,1,0,Fiction; Dystopia; Adventure; post-apocalyptic fiction; extinction event,https://covers.openlibrary.org/b/id/8373710-L.jpg|https://covers.openlibrary.org/b/isbn/9780307265432-L.jpg
54493401,Project Hail Mary,Andy Weir,"Weir, Andy",,"=""0593135202""","=""9780593135204""",0,4.50,Ballantine Books,Hardcover,476,2021,2021,2023/03/27,2023/01/08,,,read,,,,1,0,hard science-fiction; science-fiction; sci-fi; hard sci-fi; nyt:hardcover-fiction=2021-05-23,https://covers.openlibrary.org/b/id/12455001-L.jpg|https://covers.openlibrary.org/b/isbn/9780593135204-L.jpg
59366123,Butts: A Backstory,Heather Radke,"Radke, Heather",,"=""1982135484""","=""9781982135485""",0,3.73,Avid Reader Press / Simon & Schuster,Hardcover,311,2022,2022,2023/03/27,2023/01/17,,,read,,,,1,0,,https://covers.openlibrary.org/b/id/13127048-L.jpg|https://covers.openlibrary.org/b/isbn/9781982135485-L.jpg
34928122,Artemis,Andy Weir,"Weir, Andy",,"=""0553448129""","=""9780553448122""",0,3.68,Crown,Hardcover,305,2017,2017,2023/03/23,2023/01/08,,,read,,,,1,0,Smuggling; Conspiracies; Fiction; sci-fi; FICTION / Science Fiction / General,https://covers.openlibrary.org/b/id/14572832-L.jpg|https://covers.openlibrary.org/b/isbn/9780553448122-L.jpg
12158480,"Why Nations Fail: The Origins of Power, Prosperity, and Poverty",Daron Acemoğlu,"Acemoğlu, Daron",James A. Robinson,"=""0307719219""","=""9780307719218""",0,4.09,Crown Currency,Hardcover,529,2012,2012,,2023/03/22,to-read,to-read (#58),to-read,,,,0,0,Revolutions; Economic development; Economics; Social policy; Poverty,https://covers.openlibrary.org/b/id/10709102-L.jpg|https://covers.openlibrary.org/b/isbn/9780307719218-L.jpg
41160292,Exhalation,Ted Chiang,"Chiang, Ted",,"=""""","=""""",0,4.27,Knopf,ebook,368,2019,2019,,2023/04/05,to-read,to-read (#59),to-read,,,,0,0,,
17563539,The Egg,Andy Weir,"Weir, Andy",,"=""""","=""""",0,4.21,Andy Weir / Galactanet,ebook,3,2009,2009,,2023/03/22,to-read,to-read (#57),to-read,,,,0,0,,
18007564,The Martian,Andy Weir,"Weir, Andy",,"=""0804139024""","=""9780804139021""",0,4.42,Ballantine Books,Hardcover,384,2014,2011,,2023/03/22,to-read,to-read (#56),to-read,,,,0,0,Science-Fiction; Science Fiction & Fantasy; Suspense & Thriller; Science fiction; Amerikanisches Englisch,https://covers.openlibrary.org/b/id/14641755-L.jpg|https://covers.openlibrary.org/b/isbn/9780804139021-L.jpg
61539,The Structure of Scientific Revolutions,Thomas S. Kuhn,"Kuhn, Thomas S.",,"=""0226458083""","=""9780226458083""",0,4.03,University of Chicago Press,Paperback,226,1996,1962,,2023/03/20,to-read,to-read (#55),to-read,,,,0,0,Sciences; Histoire; Philosophie; Science; Philosophy,https://covers.openlibrary.org/b/id/6773735-L.jpg|https://covers.openlibrary.org/b/isbn/9780226458083-L.jpg
35519101,"Rogue Protocol (The Murderbot Diaries, #3)",Martha Wells,"Wells, Martha",,"=""1250191785""","=""9781250191786""",0,4.24,Tor.com,Hardcover,159,2018,2018,2023/03/15,2023/01/16,,,read,,,,1,0,Fiction; Androids; Human-computer interaction; Artificial intelligence; Robots,https://covers.openlibrary.org/b/id/12013488-L.jpg|https://covers.openlibrary.org/b/isbn/9781250191786-L.jpg
41795733,Range: Why Generalists Triumph in a Specialized World,David   Epstein,"Epstein, David",,"=""0735214484""","=""9780735214484""",0,4.13,Riverhead Books,Hardcover,339,2019,2019,,2023/03/13,to-read,to-read (#54),to-read,,,,0,0,Ability; Developmental psychology; nyt:combined-print-and-e-book-nonfiction=2019-06-16; New York Times bestseller; New York Times reviewed,https://covers.openlibrary.org/b/id/8782615-L.jpg|https://covers.openlibrary.org/b/isbn/9780735214484-L.jpg
31555,Phantoms in the Brain: Probing the Mysteries of the Human Mind,V.S. Ramachandran,"Ramachandran, V.S.","Sandra Blakeslee, Oliver Sacks","=""0688172172""","=""9780688172176""",0,4.27,William Morrow Paperbacks,Paperback,352,1999,1998,,2023/03/13,to-read,to-read (#53),to-read,,,,0,0,Neurosciences; Brain; Neurology; Popular works; Mind and body,https://covers.openlibrary.org/b/id/432813-L.jpg|https://covers.openlibrary.org/b/isbn/9780688172176-L.jpg
10260,The Pleasure of Finding Things Out: The Best Short Works of Richard P. Feynman,Richard P. Feynman,"Feynman, Richard P.","Jeffrey Robbins, Freeman Dyson","=""""","=""""",0,4.23,Basic Books,Paperback,270,2005,1999,2023/03/22,2022/10/06,,,read,,,,1,0,,
33410296,The Inexplicable Universe: Unsolved Mysteries,Neil deGrasse Tyson,"Tyson, Neil deGrasse",,"=""""","=""""",0,4.16,The Great Courses,Audible Audio,4,2014,2012,2023/03/20,2023/03/18,,,read,,,,1,0,,
35519109,"Exit Strategy (The Murderbot Diaries, #4)",Martha Wells,"Wells, Martha",,"=""""","=""""",0,4.37,Tordotcom,Kindle Edition,172,2018,2018,2023/03/18,2023/03/13,,,read,,,,1,0,,
45362835,The Universe Speaks in Numbers: How Modern Maths Reveals Nature's Deepest Secrets,Graham Farmelo,"Farmelo, Graham",,"=""""","=""""",0,3.75,Faber & Faber,Kindle Edition,349,2019,2019,2023/03/18,2023/03/15,,,read,,,,1,0,,
36223860,"Artificial Condition (The Murderbot Diaries, #2)",Martha Wells,"Wells, Martha",,"=""""","=""""",0,4.25,Tor.com,Hardcover,158,2018,2018,2023/03/15,2023/03/13,,,read,,,,1,0,,
58790871,The Man from the Future: The Visionary Ideas of John von Neumann,Ananyo Bhattacharya,"Bhattacharya, Ananyo",,"=""1324004002""","=""9781324004004""",0,4.10,W. W. Norton & Company,Kindle Edition,355,2022,2021,,2023/03/13,to-read,to-read (#52),to-read,,,,0,0,Mathematicians; Biography; Mathématiciens; Biographies,https://covers.openlibrary.org/b/isbn/9781324004004-L.jpg
52710961,Jews Don't Count,David Baddiel,"Baddiel, David",,"=""0008399476""","=""9780008399474""",0,4.19,TLS Books,Hardcover,144,2021,2021,,2023/03/13,to-read,to-read (#51),to-read,,,,0,0,"Asia, history",https://covers.openlibrary.org/b/isbn/9780008399474-L.jpg
56922093,"Demystifying Disability: What to Know, What to Say, and How to Be an Ally",Emily Ladau,"Ladau, Emily",,"=""1984858971""","=""9781984858979""",0,4.38,Ten Speed Press,Paperback,176,2021,2021,2023/03/13,2023/03/08,,,read,,,,1,0,Sociology; People with disabilities; Discrimination against people with disabilities; Disabilities; Disabled Persons,https://covers.openlibrary.org/b/id/11989005-L.jpg|https://covers.openlibrary.org/b/isbn/9781984858979-L.jpg
22609341,Come as You Are: The Surprising New Science that Will Transform Your Sex Life,Emily Nagoski,"Nagoski, Emily",,"=""1476762090""","=""9781476762098""",0,4.28,Simon & Schuster,Paperback,400,2015,2015,2023/03/10,2023/01/16,,,read,,,,1,0,Health and hygiene; Sexual behavior; Sexual health; Sex instruction for women; Women,https://covers.openlibrary.org/b/isbn/9781476762098-L.jpg
55077706,"A Master of Djinn (Dead Djinn Universe, #1)",P. Djèlí Clark,"Clark, P. Djèlí",,"=""1250267684""","=""9781250267689""",0,4.00,Tor Books,Hardcover,392,2021,2021,2023/03/10,2023/01/01,,,read,,,,1,0,American literature; Alchemy; Fiction; Magic; Murder,https://covers.openlibrary.org/b/id/10457293-L.jpg|https://covers.openlibrary.org/b/isbn/9781250267689-L.jpg
23013953,Gut: The Inside Story of Our Body's Most Underrated Organ,Giulia Enders,"Enders, Giulia",Jill Enders,"=""1771641495""","=""9781771641494""",0,4.08,Greystone Books,Paperback,273,2015,2014,2023/03/08,2023/02/28,,,read,,,,1,0,Digestion; Digestive organs; Popular works; nyt:health=2015-08-09; New York Times bestseller,https://covers.openlibrary.org/b/id/12846797-L.jpg|https://covers.openlibrary.org/b/isbn/9781771641494-L.jpg
60133986,"The River of Silver: Tales from the Daevabad Trilogy (The Daevabad Trilogy, #3.5)",S.A. Chakraborty,"Chakraborty, S.A.",,"=""0063093731""","=""9780063093737""",0,4.26,Harper Voyager,Hardcover,242,2022,2022,,2023/01/16,,,read,,,,1,0,,https://covers.openlibrary.org/b/id/12975702-L.jpg|https://covers.openlibrary.org/b/isbn/9780063093737-L.jpg
52166786,"The Empire of Gold (The Daevabad Trilogy, #3)",S.A. Chakraborty,"Chakraborty, S.A.",,"=""0062678167""","=""9780062678164""",0,4.49,Harper Voyager,Hardcover,766,2020,2020,2023/02/28,2023/01/16,,,read,,,,1,0,"Fiction, fantasy, epic; Fiction, cultural heritage; Fiction, fantasy, historical; American literature",https://covers.openlibrary.org/b/id/10213465-L.jpg|https://covers.openlibrary.org/b/isbn/9780062678164-L.jpg
32758901,"All Systems Red (The Murderbot Diaries, #1)",Martha Wells,"Wells, Martha",,"=""""","=""""",0,4.12,Tor.com,ebook,144,2017,2017,2023/03/13,2023/01/21,,,read,,,,1,0,,
59575939,An Immense World: How Animal Senses Reveal the Hidden Realms Around Us,Ed Yong,"Yong, Ed",,"=""""","=""""",0,4.46,Random House,Hardcover,464,2022,2022,2023/03/08,2023/01/17,,,read,,,,1,0,,
38527619,Through Two Doors at Once: The Elegant Experiment That Captures the Enigma of Our Quantum Reality,Anil Ananthaswamy,"Ananthaswamy, Anil",,"=""1101986093""","=""9781101986097""",0,4.25,Dutton,Hardcover,304,2018,,,2023/02/28,to-read,to-read (#50),to-read,,,,0,0,Quantum theory; Popular works; Wave theory of light; Reality; SCIENCE / History,https://covers.openlibrary.org/b/isbn/9781101986097-L.jpg
12617,Manufacturing Consent: The Political Economy of the Mass Media,Edward S. Herman,"Herman, Edward S.",Noam Chomsky,"=""0375714499""","=""9780375714498""",0,4.24,Pantheon Books,Paperback,412,2002,1988,,2023/02/13,to-read,to-read (#49),to-read,,,,0,0,Mass media; World politics; Political aspects of Mass media; Public opinion; Objectivity,https://covers.openlibrary.org/b/id/9751569-L.jpg|https://covers.openlibrary.org/b/isbn/9780375714498-L.jpg
39988431,"The Kingdom of Copper (The Daevabad Trilogy, #2)",S.A. Chakraborty,"Chakraborty, S.A.",,"=""0008239444""","=""9780008239442""",0,4.38,Harper Voyager,Hardcover,625,2019,2019,2023/02/11,2023/01/16,,,read,,,,1,0,"Fiction, action & adventure; Fiction, fantasy, epic",https://covers.openlibrary.org/b/id/8773268-L.jpg|https://covers.openlibrary.org/b/isbn/9780008239442-L.jpg
450534,When the Body Says No: The Cost of Hidden Stress,Gabor Maté,"Maté, Gabor",,"=""0676973124""","=""9780676973129""",0,4.18,Vintage Canada,Paperback,320,2004,2003,2023/02/11,2023/01/29,,,read,,,,1,0,"Psychosomatic Medicine; Medicine, Psychosomatic; Stress (Psychology); Etiology; Chronic diseases",https://covers.openlibrary.org/b/id/415300-L.jpg|https://covers.openlibrary.org/b/isbn/9780676973129-L.jpg
